longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedroom_ratio,household_rooms,median_house_value
-0.8299913318239429,1.009113219648708,-1.716950305971213,1.2317648256287383,0.9794029856455864,1.1186029569199467,0.9728939999994537,0.10751807068108926,-0.8902699163035739,1.464783430828688,-0.014484136487558027,-0.3535255813046326,-0.38423561200959466,-0.7978220229412888,0.7494255691415743,195000.0
0.5596498613153291,-0.6380926226388483,0.34921946040279905,-0.7416651327163443,-0.8615637655466889,-0.4079426158825831,-0.7587238144779245,-0.08703625654348426,1.1232548485430447,-0.6826947785955355,-0.014484136487558027,-0.3535255813046326,-0.38423561200959466,-0.3613859939464292,-0.025394920384292887,185800.0
-1.1836276211174543,0.7938533652588563,0.5876236642151851,-0.27840255623451793,-0.5546655027622605,-0.5800903796185961,-0.28564761247910636,0.4679168163019611,1.1232548485430447,-0.6826947785955355,-0.014484136487558027,-0.3535255813046326,-0.38423561200959466,-0.7674649255007017,-0.02318983097593519,294700.0
1.0975754844660157,-0.7036064913661946,-1.319609966283903,-0.11969087233853061,0.19808936025688476,-0.09509514572380122,-0.03301110990391859,-0.8018393712166875,-0.8902699163035739,1.464783430828688,-0.014484136487558027,-0.3535255813046326,-0.38423561200959466,0.8670713901810532,-0.25987501285943826,140800.0
-0.9146648095421075,0.5692343867650999,-1.3990780342213651,-0.25850065693491736,-0.11192337367572351,0.3649455069472065,-0.09476784650185267,-0.5187891162302336,-0.8902699163035739,1.464783430828688,-0.014484136487558027,-0.3535255813046326,-0.38423561200959466,0.34299191652373373,-0.46861538484468246,145900.0
-1.5621678744457113,1.3132847530256713,-0.12758894722197295,-1.0275738973513657,-0.7349390127145962,-1.225670331566529,-0.7587238144779245,-1.1413103810982674,1.1232548485430447,-0.6826947785955355,-0.014484136487558027,-0.3535255813046326,-0.38423561200959466,0.8566466814823039,-0.7842151880986701,350000.0
-1.4725136039206004,1.6174562864026378,-1.3990780342213651,-0.6647856050051403,-0.629074393105177,-1.529774372510672,-1.1198753088482147,-1.3516393835032119,-0.8902699163035739,1.464783430828688,-0.014484136487558027,-0.3535255813046326,-0.38423561200959466,0.050843467714229006,1.1653103260868871,69700.0
0.7738239520142174,-0.8767502872884685,-0.12758894722197295,0.45844793754317803,0.43954530246158735,0.62450758452216,0.4732484844413352,0.1995370092332523,1.1232548485430447,-0.6826947785955355,-0.014484136487558027,-0.3535255813046326,-0.38423561200959466,-0.1730946099949897,-0.034571964904391815,214800.0
-0.8997224311212545,1.420914680220599,0.667091732152647,0.06837798792566381,0.10225425571473222,-0.07828280261403704,-0.15164304482490631,-0.7754430814148671,-0.8902699163035739,1.464783430828688,-0.014484136487558027,-0.3535255813046326,-0.38423561200959466,-0.003448288479935493,0.5672594306829128,78400.0
1.2370376830606389,-1.2745130617044989,-1.001737694534055,-0.04210129877729678,-0.6547922517064769,-0.42769511953491535,-0.5374316607267798,1.674258809595519,1.1232548485430447,-0.6826947785955355,-0.014484136487558027,-0.3535255813046326,-0.38423561200959466,-1.4776302428692887,1.31478286716505,282200.0
